,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
146,EX_co2_e,,,,,,,-52.77547638498449,-28.14504970853326
147,EX_co2_e,0.0,,,0.013884484797941032,9.374135826357186,,-52.77547638498449,-26.387738192492243
148,EX_co2_e,0.0,3.5674826909314185e-29,,0.02582526890949919,7.4615538004450155,,-52.77547638498449,-24.630426676451222
149,EX_co2_e,,,,,,,-52.77547638498449,-22.8731151604102
150,EX_co2_e,,,,,,,-52.77547638498449,-21.11580364436918
151,EX_co2_e,,,,,,,-52.77547638498449,-19.35849212832816
152,EX_co2_e,,,,,,,-52.77547638498449,-17.601180612287138
153,EX_co2_e,,,,,,,-52.77547638498449,-15.843869096246117
154,EX_co2_e,,,,,,,-52.77547638498449,-14.086557580205099
155,EX_co2_e,,,,,,,-52.77547638498449,-12.329246064164078
156,EX_co2_e,,,,,,,-52.77547638498449,-10.571934548123057
157,EX_co2_e,,,,,,,-52.77547638498449,-8.814623032082036
158,EX_co2_e,,,,,,,-52.77547638498449,-7.057311516041015
159,EX_co2_e,,,,,,,-52.77547638498449,-5.299999999999999
160,EX_co2_e,,,,,,,-49.26085335290245,-38.688918804779384
161,EX_co2_e,,,,,,,-49.26085335290245,-36.93160728873836
162,EX_co2_e,,,,,,,-49.26085335290245,-35.17429577269734
163,EX_co2_e,,,,,,,-49.26085335290245,-33.41698425665632
164,EX_co2_e,,,,,,,-49.26085335290245,-31.659672740615303
165,EX_co2_e,,,,,,,-49.26085335290245,-29.902361224574282
166,EX_co2_e,,,,,,,-49.26085335290245,-28.14504970853326
167,EX_co2_e,,,,,,,-49.26085335290245,-26.387738192492243
168,EX_co2_e,0.0,10.836722023571523,,0.015663213704042826,9.374135826356865,,-49.26085335290245,-24.630426676451222
169,EX_co2_e,0.0,3.568914826536164e-29,,0.035113028419856744,9.374135826357572,,-49.26085335290245,-22.8731151604102
170,EX_co2_e,,,,,,,-49.26085335290245,-21.11580364436918
171,EX_co2_e,,,,,,,-49.26085335290245,-19.35849212832816
172,EX_co2_e,,,,,,,-49.26085335290245,-17.601180612287138
173,EX_co2_e,,,,,,,-49.26085335290245,-15.843869096246117
174,EX_co2_e,,,,,,,-49.26085335290245,-14.086557580205099
175,EX_co2_e,,,,,,,-49.26085335290245,-12.329246064164078
