,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_co2_e,EX_o2_e
115,EX_co2_e,0.0,0.0,,0.00149806103073354,0.42850763832056327,,-1.5653886171969766,-6.616343490304694
116,EX_co2_e,,,,,,,-1.5653886171969766,-6.28725761772852
117,EX_co2_e,,,,,,,-1.5653886171969766,-5.958171745152346
118,EX_co2_e,,,,,,,-1.5653886171969766,-5.629085872576172
119,EX_co2_e,,,,,,,-1.5653886171969766,-5.299999999999999
120,EX_co2_e,,,,,,,-1.4535751445400498,-11.552631578947302
121,EX_co2_e,,,,,,,-1.4535751445400498,-11.223545706371128
122,EX_co2_e,,,,,,,-1.4535751445400498,-10.894459833794954
123,EX_co2_e,,,,,,,-1.4535751445400498,-10.56537396121878
124,EX_co2_e,,,,,,,-1.4535751445400498,-10.236288088642606
125,EX_co2_e,,,,,,,-1.4535751445400498,-9.907202216066434
126,EX_co2_e,,,,,,,-1.4535751445400498,-9.578116343490258
127,EX_co2_e,,,,,,,-1.4535751445400498,-9.249030470914086
128,EX_co2_e,,,,,,,-1.4535751445400498,-8.919944598337912
129,EX_co2_e,0.0,7.899358824362538e-27,,0.030431089235484286,9.374135826356186,,-1.4535751445400498,-8.590858725761738
130,EX_co2_e,0.0,0.0,,0.030431089235484723,9.374135826356325,,-1.4535751445400498,-8.261772853185564
131,EX_co2_e,0.0,0.0,,0.030431089235484574,9.374135826356278,,-1.4535751445400498,-7.93268698060939
132,EX_co2_e,0.0,0.0,,0.030431089235486274,9.3741358263568,,-1.4535751445400498,-7.6036011080332155
133,EX_co2_e,0.0,0.0,,0.03043108923548589,9.374135826356682,,-1.4535751445400498,-7.2745152354570415
134,EX_co2_e,0.0,0.0,,0.030431089235485174,9.37413582635646,,-1.4535751445400498,-6.945429362880868
135,EX_co2_e,0.0,0.0,,0.018815783399308582,5.796102397108615,,-1.4535751445400498,-6.616343490304694
136,EX_co2_e,,,,,,,-1.4535751445400498,-6.28725761772852
137,EX_co2_e,,,,,,,-1.4535751445400498,-5.958171745152346
138,EX_co2_e,,,,,,,-1.4535751445400498,-5.629085872576172
139,EX_co2_e,,,,,,,-1.4535751445400498,-5.299999999999999
140,EX_co2_e,,,,,,,-1.341761671883123,-11.552631578947302
141,EX_co2_e,,,,,,,-1.341761671883123,-11.223545706371128
142,EX_co2_e,,,,,,,-1.341761671883123,-10.894459833794954
143,EX_co2_e,,,,,,,-1.341761671883123,-10.56537396121878
144,EX_co2_e,,,,,,,-1.341761671883123,-10.236288088642606
145,EX_co2_e,,,,,,,-1.341761671883123,-9.907202216066434
146,EX_co2_e,,,,,,,-1.341761671883123,-9.578116343490258
147,EX_co2_e,,,,,,,-1.341761671883123,-9.249030470914086
148,EX_co2_e,0.02306319033351917,7.696534735504435,,0.028090236217370012,9.374135826356158,,-1.341761671883123,-8.919944598337912
149,EX_co2_e,0.0,3.5184514925881706e-28,,0.028090236217367406,9.374135826355285,,-1.341761671883123,-8.590858725761738
150,EX_co2_e,0.0,0.0,,0.028090236217368232,9.374135826355559,,-1.341761671883123,-8.261772853185564
151,EX_co2_e,0.0,0.0,,0.028090236217058962,9.374135826252353,,-1.341761671883123,-7.93268698060939
152,EX_co2_e,0.0,8.478552995753379e-27,,0.02809023621736438,9.374135826354268,,-1.341761671883123,-7.6036011080332155
153,EX_co2_e,0.0,0.0,,0.02809023621736572,9.37413582635472,,-1.341761671883123,-7.2745152354570415
154,EX_co2_e,0.0,0.0,,0.028090236217366105,9.374135826354848,,-1.341761671883123,-6.945429362880868
155,EX_co2_e,0.0,0.0,,0.02642532564108533,8.818530036498872,,-1.341761671883123,-6.616343490304694
156,EX_co2_e,,,,,,,-1.341761671883123,-6.28725761772852
157,EX_co2_e,,,,,,,-1.341761671883123,-5.958171745152346
158,EX_co2_e,,,,,,,-1.341761671883123,-5.629085872576172
159,EX_co2_e,,,,,,,-1.341761671883123,-5.299999999999999
