id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn08549_c0	>	Cytosol	(Annotated_genome.CDS.1015 or Annotated_genome.CDS.2001)	glycerol-3-phosphate acyltransferase (C16:0) [c0]				(2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15277[c0] => (1)  cpd11493[c0] + (1)  cpd15327[c0]	(2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  Palmitoyl-ACP [c0][c0] => (1)  ACP [c0][c0] + (1)  1-hexadecanoyl-sn-glycerol 3-phosphate [c0][c0]	rxn08549	G3PAT160			
rxn08179_c0	>	Cytosol	(Annotated_genome.CDS.3929 or Annotated_genome.CDS.3929)	Biotin sulfoxide reductase [c0]				(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd15414[c0] => (1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd00104[c0]	(1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  d-biotin d-sulfoxide [c0][c0] => (1)  H2O [c0][c0] + (1)  NADP [c0][c0] + (1)  BIOT [c0][c0]	rxn08179	BSORy			
rxn05447_c0	>	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	8-methyl-trans-non-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11556[c0] => (1)  cpd00003[c0] + (1)  cpd11557[c0]	(1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  8-methyl-trans-non-2-enoyl-ACP [c0][c0] => (1)  NAD [c0][c0] + (1)  8-methyl-nonanoyl-ACP [c0][c0]	rxn05447				
rxn01466_c0	>	Cytosol	(Annotated_genome.CDS.3534 or Annotated_genome.CDS.2368)	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase [c0]		-22.53		(1)  cpd00113[c0] + (1)  cpd00283[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00350[c0]	(1)  Isopentenyldiphosphate [c0][c0] + (1)  Geranyldiphosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  Farnesyldiphosphate [c0][c0]	rxn01466	GRTT	R02003	Terpenoid backbone biosynthesis	All-Trans-Farnesyl-PP-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|Energy-Metabolism|GGPP-Biosynthesis|Lipid-Biosynthesis|MONOTERPENOID-SYN|POLYISOPRENSYN-PWY|PWY2OL-4|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis
rxn05187_c0	>	Cytosol	(Annotated_genome.CDS.1722 and Annotated_genome.CDS.1721)	Vitamin ABC transport [c0]		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd03424[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03424[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Vitamin B12 [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Vitamin B12 [c0][c0]	rxn05187				
rxn03409_c0	>	Cytosol	Annotated_genome.CDS.3405	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)- [c0]		786.9		(1)  cpd00002[c0] + (1)  cpd00013[c0] + (1)  cpd03495[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03496[c0]	(1)  ATP [c0][c0] + (1)  NH3 [c0][c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine) -L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine [c0][c0]	rxn03409	GLNSP3			
rxn05109_c0	>	Cytosol	Annotated_genome.CDS.3751	R07399 [c0]		-8.93		(1)  cpd00001[c0] + (1)  cpd00020[c0] + (1)  cpd00022[c0] => (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd01700[c0]	(1)  H2O [c0][c0] + (1)  Pyruvate [c0][c0] + (1)  Acetyl-CoA [c0][c0] => (1)  CoA [c0][c0] + (1)  H+ [c0][c0] + (1)  D-Citramalate [c0][c0]	rxn05109		R07399	Valine, leucine and isoleucine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN
rxn00974_c0	=	Cytosol	Annotated_genome.CDS.1986	citrate hydro-lyase (cis-aconitate-forming) [c0]		1.47		(1)  cpd00137[c0] <=> (1)  cpd00001[c0] + (1)  cpd00331[c0]	(1)  Citrate [c0][c0] <=> (1)  H2O [c0][c0] + (1)  cis-Aconitate [c0][c0]	rxn00974	ACONTa	R01325	Citrate cycle (TCA cycle)|Glyoxylate and dicarboxylate metabolism|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Biosynthesis|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMINE-SYN|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|IND-AMINO-ACID-SYN|P105-PWY|P23-PWY|REDCITCYC|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00605_c0	=	Cytosol	(Annotated_genome.CDS.4571 or Annotated_genome.CDS.52)	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase [c0]	2.4.1.15	-1.7		(1)  cpd00026[c0] + (1)  cpd00079[c0] <=> (1)  cpd00014[c0] + (1)  cpd00523[c0]	(1)  UDP-glucose [c0][c0] + (1)  D-glucose-6-phosphate [c0][c0] <=> (1)  UDP [c0][c0] + (1)  Trehalose 6-phosphate [c0][c0]	rxn00605	TPS1	R00836		
rxn02008_c0	>	Cytosol	Annotated_genome.CDS.561	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming) [c0]	6.3.2.9	-6.35		(1)  cpd00002[c0] + (1)  cpd00186[c0] + (1)  cpd00890[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00525[c0]	(1)  ATP [c0][c0] + (1)  D-Glutamate [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanine [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamate [c0][c0]	rxn02008	UAMAGS	R02783	D-Glutamine and D-glutamate metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn09203_c0	>	Cytosol	Annotated_genome.CDS.3577	Phosphatidylserine decarboxylase (n-C18:1) [c0]		-73.2		(2)  cpd00067[c0] + (1)  cpd15558[c0] => (1)  cpd00011[c0] + (1)  cpd15534[c0]	(2)  H+ [c0][c0] + (1)  phosphatidylserine dioctadec-11-enoyl [c0][c0] => (1)  CO2 [c0][c0] + (1)  phosphatidylethanolamine dioctadec-11-enoyl [c0][c0]	rxn09203	PSD181			
rxn03904_c0	=	Cytosol	Annotated_genome.CDS.564	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase [c0]		0		(1)  cpd00286[c0] + (1)  cpd02968[c0] <=> (1)  cpd00091[c0] + (1)  cpd03494[c0]	(1)  Undecaprenylphosphate [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine [c0][c0] <=> (1)  UMP [c0][c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine [c0][c0]	rxn03904	PAPPT3	R05630	Peptidoglycan biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn02288_c0	>	Cytosol	Annotated_genome.CDS.676	Uroporphyrinogen-III carboxy-lyase [c0]		-19.6		(4)  cpd00067[c0] + (1)  cpd00774[c0] => (4)  cpd00011[c0] + (1)  cpd02083[c0]	(4)  H+ [c0][c0] + (1)  UroporphyrinogenIII [c0][c0] => (4)  CO2 [c0][c0] + (1)  CoproporphyrinogenIII [c0][c0]	rxn02288	UPPDC1	R03197	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|HEMESYN2-PWY|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn10199_c0	=	Cytosol	(Annotated_genome.CDS.4100 or Annotated_genome.CDS.986 or Annotated_genome.CDS.3805 or Annotated_genome.CDS.3555)	Peptidoglycan subunit synthesis [c0]		-1.7		(1)  cpd03495[c0] + (1)  cpd15666[c0] <=> (1)  cpd02229[c0] + (1)  cpd15665[c0]	(1)  Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala [c0][c0] + (1)  Peptidoglycan polymer (n-1 subunits)  [c0][c0] <=> (1)  Bactoprenyl diphosphate [c0][c0] + (1)  Peptidoglycan polymer (n subunits)  [c0][c0]	rxn10199				
rxn00409_c0	=	Cytosol	Annotated_genome.CDS.282	ATP:CDP phosphotransferase [c0]		0		(1)  cpd00002[c0] + (1)  cpd00096[c0] <=> (1)  cpd00008[c0] + (1)  cpd00052[c0]	(1)  ATP [c0][c0] + (1)  CDP [c0][c0] <=> (1)  ADP [c0][c0] + (1)  CTP [c0][c0]	rxn00409	NDPK3	R00570	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PWY0-163|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimidine-Nucleotide-Salvage
rxn01107_c0	>	Cytosol	Annotated_genome.CDS.959	D-Glucono-1,5-lactone lactonohydrolase [c0]		-5.48		(1)  cpd00001[c0] + (1)  cpd00170[c0] => (1)  cpd00067[c0] + (1)  cpd00222[c0]	(1)  H2O [c0][c0] + (1)  Gluconolactone [c0][c0] => (1)  H+ [c0][c0] + (1)  GLCN [c0][c0]	rxn01107		R01519	Pentose phosphate pathway	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|DHGLUCONATE-PYR-CAT-PWY|Degradation|GLUCOSE1PMETAB-PWY|NPGLUCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sorbitol-Biosynthesis|Sugar-Alcohols-Biosynthesis|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn08015_c0	>	Cytosol	(Annotated_genome.CDS.1015 or Annotated_genome.CDS.2001)	acyl-[acyl-carrier-protein] synthetase  (n-C14:1) [c0]				(1)  cpd00002[c0] + (1)  cpd11493[c0] + (1)  cpd15298[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd15294[c0]	(1)  ATP [c0][c0] + (1)  ACP [c0][c0] + (1)  tetradecenoate [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (2)  H+ [c0][c0] + (1)  Tetradecenoyl-ACP [c0][c0]	rxn08015	AACPS2			
rxn08842_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1) [c0]		-264.53		(1)  cpd00001[c0] + (1)  cpd15340[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15237[c0]	(1)  H2O [c0][c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Glycerophosphoethanolamine [c0][c0] + (1)  hexadecenoate [c0][c0]	rxn08842	LPLIPAL2E161			
rxn05295_c0	>	Cytosol	(Annotated_genome.CDS.4420 and Annotated_genome.CDS.3109 and Annotated_genome.CDS.195 and (Annotated_genome.CDS.4299 or Annotated_genome.CDS.4300) and Annotated_genome.CDS.822 and Annotated_genome.CDS.2860)	mRNA synthesis				(0.524495708488791)  cpd00002[c0] + (0.644609229516758)  cpd00038[c0] + (0.400378403426558)  cpd00052[c0] + (0.432408675700682)  cpd00062[c0] => (2.00189201713279)  cpd00012[c0] + (1)  cpd11462[c0]	(0.524495708488791)  ATP [c0][c0] + (0.644609229516758)  GTP [c0][c0] + (0.400378403426558)  CTP [c0][c0] + (0.432408675700682)  UTP [c0][c0] => (2.00189201713279)  PPi [c0][c0] + (1)  mRNA [c0][c0]	rxn05295				
rxn00840_c0	=	Cytosol	Annotated_genome.CDS.4469	dATP:pyruvate 2-O-phosphotransferase [c0]		-4.92		(1)  cpd00020[c0] + (1)  cpd00115[c0] <=> (1)  cpd00061[c0] + (1)  cpd00067[c0] + (1)  cpd00177[c0]	(1)  Pyruvate [c0][c0] + (1)  dATP [c0][c0] <=> (1)  Phosphoenolpyruvate [c0][c0] + (1)  H+ [c0][c0] + (1)  dADP [c0][c0]	rxn00840		R01138	Purine metabolism	
rxn02128_c0	>	Cytosol	Annotated_genome.CDS.746	ATP:pantothenate 4'-phosphotransferase [c0]	2.7.1.34	-14.03		(1)  cpd00002[c0] + (1)  cpd00620[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00834[c0]	(1)  ATP [c0][c0] + (1)  Pantetheine [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  Phosphopantetheine [c0][c0]	rxn02128	PTHKr	R02971	Pantothenate and CoA biosynthesis	
rxn03041_c0	>	Cytosol	(Annotated_genome.CDS.3817 or Annotated_genome.CDS.3817)	5-oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase [c0]		3.41		(1)  cpd00067[c0] + (1)  cpd02507[c0] => (1)  cpd00011[c0] + (1)  cpd03326[c0]	(1)  H+ [c0][c0] + (1)  5-Carboxy-2-oxohept-3-enedioate [c0][c0] => (1)  CO2 [c0][c0] + (1)  2-Hydroxyhepta-2,4-dienedioate [c0][c0]	rxn03041	OPTCCL	R04380	Tyrosine metabolism	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Degradation
rxn02518_c0	>	Cytosol	Annotated_genome.CDS.3979	2'-Deoxyinosine-5'-triphosphate pyrophosphohydrolase [c0]		-27.3		(1)  cpd00001[c0] + (1)  cpd00977[c0] => (1)  cpd00012[c0] + (2)  cpd00067[c0] + (1)  cpd03704[c0]	(1)  H2O [c0][c0] + (1)  dITP [c0][c0] => (1)  PPi [c0][c0] + (2)  H+ [c0][c0] + (1)  dIMP [c0][c0]	rxn02518	NTPP10	R03531	Purine metabolism	
rxn03901_c0	>	Cytosol	Annotated_genome.CDS.657	undecaprenyl-diphosphate phosphohydrolase [c0]		-16.35		(1)  cpd00001[c0] + (1)  cpd02229[c0] => (1)  cpd00009[c0] + (2)  cpd00067[c0] + (1)  cpd00286[c0]	(1)  H2O [c0][c0] + (1)  Bactoprenyl diphosphate [c0][c0] => (1)  Phosphate [c0][c0] + (2)  H+ [c0][c0] + (1)  Undecaprenylphosphate [c0][c0]	rxn03901	UDCPDP	R05627	Peptidoglycan biosynthesis	
rxn10013_c0	<	Cytosol	Annotated_genome.CDS.1576	acyl-CoA dehydrogenase (dodecanoyl-CoA) [c0]		16.55		(1)  cpd00003[c0] + (1)  cpd01260[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02060[c0]	(1)  NAD [c0][c0] + (1)  Lauroyl-CoA [c0][c0] <= (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  (2E) -Dodecenoyl-CoA [c0][c0]	rxn10013	ACOAD5			
rxn05621_c0	>	Cytosol	(Annotated_genome.CDS.4071 and Annotated_genome.CDS.633)	methanesulfonate transport via ABC system [c0]		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd08023[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd08023[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  methanesulfonate [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  methanesulfonate [c0][c0]	rxn05621				
rxn10052_c0	=	Cytosol	Annotated_genome.CDS.2856	adenylate kinase (Inorganic triphosphate) [c0]				(1)  cpd00018[c0] + (1)  cpd00421[c0] <=> (1)  cpd00008[c0] + (1)  cpd00012[c0]	(1)  AMP [c0][c0] + (1)  Triphosphate [c0][c0] <=> (1)  ADP [c0][c0] + (1)  PPi [c0][c0]	rxn10052	ADK2			
rxn00946_c0	=	Cytosol	((Annotated_genome.CDS.2198 or Annotated_genome.CDS.166) or (Annotated_genome.CDS.401 or Annotated_genome.CDS.453 or Annotated_genome.CDS.4278) or (Annotated_genome.CDS.3431 or Annotated_genome.CDS.3582 or Annotated_genome.CDS.1461 or Annotated_genome.CDS.3609 or Annotated_genome.CDS.3675 or Annotated_genome.CDS.1466 or Annotated_genome.CDS.4279 or Annotated_genome.CDS.768 or Annotated_genome.CDS.2002 or Annotated_genome.CDS.1583 or Annotated_genome.CDS.4262 or Annotated_genome.CDS.3332))	Palmitoyl-CoA:oxygen 2-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00134[c0] <=> (1)  cpd00982[c0] + (1)  cpd03126[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Palmitoyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Hexadecenoyl-CoA [c0][c0]	rxn00946	ACOAD7f	R01279	Fatty acid degradation	
rxn00193_c0	=	Cytosol	Annotated_genome.CDS.3284	glutamate racemase [c0]	5.1.1.3	0		(1)  cpd00023[c0] <=> (1)  cpd00186[c0]	(1)  L-Glutamate [c0][c0] <=> (1)  D-Glutamate [c0][c0]	rxn00193	GLUR	R00260	D-Glutamine and D-glutamate metabolism	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn02517_c0	=	Cytosol	Annotated_genome.CDS.282	ATP:dIDP phosphotransferase [c0]		0		(1)  cpd00002[c0] + (1)  cpd00976[c0] <=> (1)  cpd00008[c0] + (1)  cpd00977[c0]	(1)  ATP [c0][c0] + (1)  dIDP [c0][c0] <=> (1)  ADP [c0][c0] + (1)  dITP [c0][c0]	rxn02517		R03530	Purine metabolism	
rxn05326_c0	<	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]		16.55		(1)  cpd00003[c0] + (1)  cpd11472[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11473[c0]	(1)  NAD [c0][c0] + (1)  Hexanoyl-ACP [c0][c0] <= (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  (2E) -Hexenoyl-[acp] [c0][c0]	rxn05326	EAR60x	R04955	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05114_c0	>	Cytosol	Annotated_genome.CDS.1891	5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming) [c0]	6.3.4.18	-21.91		(1)  cpd00002[c0] + (1)  cpd00242[c0] + (1)  cpd02140[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11310[c0]	(1)  ATP [c0][c0] + (1)  H2CO3 [c0][c0] + (1)  AIR [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  5-phosphoribosyl-5-carboxyaminoimidazole [c0][c0]	rxn05114	AIRC2	R07404	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|IMP-Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00653_c0	=	Cytosol	(Annotated_genome.CDS.2035 or Annotated_genome.CDS.3441 or Annotated_genome.CDS.471 or Annotated_genome.CDS.2113 or Annotated_genome.CDS.3579 or Annotated_genome.CDS.1799 or Annotated_genome.CDS.3426 or Annotated_genome.CDS.4291)	3-aminopropanal:NAD+ oxidoreductase [c0]		-9.8		(1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd00085[c0] <=> (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd01504[c0]	(1)  NADH [c0][c0] + (2)  H+ [c0][c0] + (1)  beta-Alanine [c0][c0] <=> (1)  H2O [c0][c0] + (1)  NAD [c0][c0] + (1)  3-Aminopropanal [c0][c0]	rxn00653	ALDD22x	R00904	beta-Alanine metabolism	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN
rxn05507_c0	=	Cytosol	Annotated_genome.CDS.3613	arsenite transp or ter via unip or t [c0]		0		(1)  cpd04098[c0] <=> (1)  cpd04098[e0]	(1)  Arsenite [c0][c0] <=> (1)  Arsenite [e0][e0]	rxn05507	ARSt1			
rxn03164_c0	>	Cytosol	Annotated_genome.CDS.565	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming) [c0]	6.3.2.15	-6.35		(1)  cpd00002[c0] + (1)  cpd00731[c0] + (1)  cpd02964[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02968[c0]	(1)  ATP [c0][c0] + (1)  Ala-Ala [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine [c0][c0]	rxn03164	UGMDDS	R04617	Lysine biosynthesis|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn03251_c0	=	Cytosol	((Annotated_genome.CDS.2198 or Annotated_genome.CDS.166) or (Annotated_genome.CDS.401 or Annotated_genome.CDS.453 or Annotated_genome.CDS.4278) or Annotated_genome.CDS.3493 or (Annotated_genome.CDS.3431 or Annotated_genome.CDS.3582 or Annotated_genome.CDS.1461 or Annotated_genome.CDS.3609 or Annotated_genome.CDS.3675 or Annotated_genome.CDS.1466 or Annotated_genome.CDS.4279 or Annotated_genome.CDS.768 or Annotated_genome.CDS.2002 or Annotated_genome.CDS.1583 or Annotated_genome.CDS.4262 or Annotated_genome.CDS.3332))	Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase [c0]		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd03124[c0] <=> (1)  cpd00982[c0] + (1)  cpd03125[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Hexanoyl-CoA [c0][c0] <=> (1)  FADH2 [c0][c0] + (1)  (2E) -Hexenoyl-CoA [c0][c0]	rxn03251	ACOAD2f	R04751	Fatty acid degradation	
rxn00929_c0	=	Cytosol	Annotated_genome.CDS.4552	L-Proline:NAD+ 5-oxidoreductase [c0]		-10.52		(1)  cpd00003[c0] + (1)  cpd00129[c0] <=> (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd02431[c0]	(1)  NAD [c0][c0] + (1)  L-Proline [c0][c0] <=> (1)  NADH [c0][c0] + (2)  H+ [c0][c0] + (1)  1-Pyrroline-5-carboxylate [c0][c0]	rxn00929	P5CRx	R01248	Arginine and proline metabolism	ARG-PRO-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PROSYN-PWY
rxn08800_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm) [c0]		-291.05		(1)  cpd00001[c0] + (1)  cpd15326[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15237[c0]	(1)  H2O [c0][c0] + (1)  1-hexadec-9-enoyl-sn-glycerol 3-phosphate [c0][c0] <=> (2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  hexadecenoate [c0][c0]	rxn08800	LPLIPAL1A161pp			
rxn02166_c0	>	Cytosol	(Annotated_genome.CDS.1470 or Annotated_genome.CDS.1853)	4-Nitrophenyl phosphate phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd02135[c0] => (1)  cpd00009[c0] + (1)  cpd00646[c0]	(1)  H2O [c0][c0] + (1)  4-Nitrophenyl phosphate [c0][c0] => (1)  Phosphate [c0][c0] + (1)  PNP [c0][c0]	rxn02166		R03024	Aminobenzoate degradation	
