id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00438_c0	>	Cytosol	Annotated_genome.CDS.3242	ATP:thiamin-phosphate phosphotransferase [c0]	2.7.4.16	9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00793[c0] => (1)  cpd00008[c0] + (1)  cpd00056[c0]	(1)  ATP [c0][c0] + (1)  H+ [c0][c0] + (1)  Thiamine phosphate [c0][c0] => (1)  ADP [c0][c0] + (1)  TPP [c0][c0]	rxn00438	TMPK	R00617	Thiamine metabolism	Biosynthesis|Cofactor-Biosynthesis|THISYN-PWY|Thiamin-Salvage|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn00288_c0	>	Cytosol	((Annotated_genome.CDS.1031 and Annotated_genome.CDS.1032) or Annotated_genome.CDS.2318)	Succinate:(acceptor) oxidoreductase [c0]		5.68		(1)  cpd00015[c0] + (1)  cpd00036[c0] + (1)  cpd00067[c0] => (1)  cpd00106[c0] + (1)  cpd00982[c0]	(1)  FAD [c0][c0] + (1)  Succinate [c0][c0] + (1)  H+ [c0][c0] => (1)  Fumarate [c0][c0] + (1)  FADH2 [c0][c0]	rxn00288	FRD	R00408	Butanoate metabolism|Carbon fixation pathways in prokaryotes	
rxn00763_c0	=	Cytosol	(Annotated_genome.CDS.3330 or Annotated_genome.CDS.383 or Annotated_genome.CDS.71 or Annotated_genome.CDS.1996 or Annotated_genome.CDS.169 or Annotated_genome.CDS.2194 or Annotated_genome.CDS.2122 or Annotated_genome.CDS.4294 or Annotated_genome.CDS.4047 or Annotated_genome.CDS.4086)	Glycerol:NAD+ oxidoreductase [c0]		5.22		(1)  cpd00003[c0] + (1)  cpd00100[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00448[c0]	(1)  NAD [c0][c0] + (1)  Glycerol [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  D-Glyceraldehyde [c0][c0]	rxn00763	ALCD19	R01036	Glycerolipid metabolism	Biosynthesis|Cell-Structure-Biosynthesis
rxn05176_c0	>	Cytosol	(Annotated_genome.CDS.3715 and Annotated_genome.CDS.3718)	thiosulfate transport via ABC system [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00268[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00268[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  H2S2O3 [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  H2S2O3 [c0][c0]	rxn05176	TSULabc			
rxn08811_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm) [c0]		-403.51		(1)  cpd00001[c0] + (1)  cpd15319[c0] <=> (1)  cpd00067[c0] + (1)  cpd02090[c0] + (1)  cpd03847[c0]	(1)  H2O [c0][c0] + (1)  1-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Glycerophosphoglycerol [c0][c0] + (1)  Myristic acid [c0][c0]	rxn08811	LPLIPAL1G140pp			
rxn02473_c0	>	Cytosol	Annotated_genome.CDS.752	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase [c0]		-10.63		(1)  cpd02843[c0] => (1)  cpd00001[c0] + (1)  cpd00930[c0]	(1)  D-erythro-imidazol-glycerol-phosphate [c0][c0] => (1)  H2O [c0][c0] + (1)  imidazole acetol-phosphate [c0][c0]	rxn02473	IGPDH	R03457	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn08656_c0	>	Cytosol	(Annotated_genome.CDS.842 and Annotated_genome.CDS.841 and Annotated_genome.CDS.840)	Glycolate oxidase [c0]		154.69		(1)  cpd00139[c0] + (1)  cpd15500[c0] => (1)  cpd00040[c0] + (1)  cpd15499[c0]	(1)  Glycolate [c0][c0] + (1)  Menaquinone 8 [c0][c0] => (1)  Glyoxalate [c0][c0] + (1)  Menaquinol 8 [c0][c0]	rxn08656	GLYCTO3			
rxn01434_c0	>	Cytosol	Annotated_genome.CDS.174	L-Citrulline:L-aspartate ligase (AMP-forming) [c0]		-19.18		(1)  cpd00002[c0] + (1)  cpd00041[c0] + (1)  cpd00274[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd02152[c0]	(1)  ATP [c0][c0] + (1)  L-Aspartate [c0][c0] + (1)  Citrulline [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (2)  H+ [c0][c0] + (1)  L-Argininosuccinate [c0][c0]	rxn01434		R01954	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-DEG|ARGININE-SYN|ARGININE-SYN4-PWY|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Citrulline-Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Metabolic-Regulators|NITROGEN-DEG|Nitric-Oxide-Biosynthesis|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn00912_c0	=	Cytosol	Annotated_genome.CDS.1002	5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase [c0]		-1.47		(1)  cpd00001[c0] + (1)  cpd00123[c0] + (1)  cpd00125[c0] <=> (1)  cpd00087[c0] + (1)  cpd00712[c0]	(1)  H2O [c0][c0] + (1)  3-Methyl-2-oxobutanoate [c0][c0] + (1)  5-10-Methylenetetrahydrofolate [c0][c0] <=> (1)  Tetrahydrofolate [c0][c0] + (1)  2-Dehydropantoate [c0][c0]	rxn00912	ECM31	R01226	Pantothenate and CoA biosynthesis	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn08819_c0	>	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1) [c0]		-291.05		(1)  cpd00001[c0] + (1)  cpd15362[c0] => (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15298[c0]	(1)  H2O [c0][c0] + (1)  2-tetradec-7-enoyl-sn-glycerol 3-phosphate [c0][c0] => (2)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] + (1)  tetradecenoate [c0][c0]	rxn08819	LPLIPAL2A141			
rxn02345_c0	=	Cytosol	(Annotated_genome.CDS.403 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2162)	(S)-3-Hydroxybutanoyl-CoA 3-epimerase [c0]		0		(1)  cpd00842[c0] <=> (1)  cpd02234[c0]	(1)  (S) -3-Hydroxybutyryl-CoA [c0][c0] <=> (1)  (R) -3-Hydroxybutanoyl-CoA [c0][c0]	rxn02345		R03276	Fatty acid degradation|Butanoate metabolism	
rxn03512_c0	=	Cytosol	Annotated_genome.CDS.3946	Precorrin 8X 11,12-methylmutase [c0]				(3)  cpd00067[c0] + (1)  cpd03835[c0] <=> (1)  cpd03832[c0]	(3)  H+ [c0][c0] + (1)  Precorrin 8 [c0][c0] <=> (1)  Hydrogenobyrinate [c0][c0]	rxn03512	PC8XM	R05177	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis
rxn08898_c0	=	Cytosol	(Annotated_genome.CDS.192 or Annotated_genome.CDS.2730 or Annotated_genome.CDS.3150)	murein D,D-endopeptidase (murein4px4px4p) (periplasm) [c0]		-1826.22		(1)  cpd00001[c0] + (1)  cpd15508[c0] <=> (1)  cpd15507[c0]	(1)  H2O [c0][c0] + (1)  three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala)  & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) )  (middle of chain)  [c0][c0] <=> (1)  three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) , one uncrosslinked tetrapaptide)  (middle of chain)  [c0][c0]	rxn08898	MDDEP4pp			
rxn00122_c0	>	Cytosol	Annotated_genome.CDS.559	ATP:FMN adenylyltransferase [c0]	2.7.7.2	1.07		(1)  cpd00002[c0] + (1)  cpd00050[c0] => (1)  cpd00012[c0] + (1)  cpd00015[c0]	(1)  ATP [c0][c0] + (1)  FMN [c0][c0] => (1)  PPi [c0][c0] + (1)  FAD [c0][c0]	rxn00122	FAD1	R00161	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY66-366|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn07193_c0	=	Cytosol	Annotated_genome.CDS.217	3-(indol-3-yl)pyruvate:ferredoxin oxidoreductase (decarboxylating,CoA-indole-acetylating) [c0]		-22.94		(1)  cpd00010[c0] + (1)  cpd00278[c0] + (1)  cpd11621[c0] <=> (1)  cpd00011[c0] + (1)  cpd11175[c0] + (1)  cpd11620[c0]	(1)  CoA [c0][c0] + (1)  Indolepyruvate [c0][c0] + (1)  Oxidizedferredoxin [c0][c0] <=> (1)  CO2 [c0][c0] + (1)  S-2-(Indol-3-yl) acetyl-CoA [c0][c0] + (1)  Reducedferredoxin [c0][c0]	rxn07193		R07161		
rxn11938_c0	>	Cytosol	((Annotated_genome.CDS.646 and Annotated_genome.CDS.645) or Annotated_genome.CDS.643)	Formylmethanofuran:(NAD) oxidoreductase [c0]		-2.353		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00735[c0] => (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00643[c0]	(1)  H2O [c0][c0] + (1)  NAD [c0][c0] + (1)  Formylmethanofuran [c0][c0] => (1)  NADH [c0][c0] + (1)  CO2 [c0][c0] + (1)  Methanofuran [c0][c0]	rxn11938				
rxn01011_c0	=	Cytosol	Annotated_genome.CDS.1993	D-Glycerate:NAD+ 2-oxidoreductase [c0]		6.22		(1)  cpd00003[c0] + (1)  cpd00223[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00145[c0]	(1)  NAD [c0][c0] + (1)  Glycerate [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  Hydroxypyruvate [c0][c0]	rxn01011	HPYRRx	R01388	Glycine, serine and threonine metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism	C1-COMPOUNDS|Degradation|Energy-Metabolism|Formaldehyde-Assimilation|Photosynthesis
rxn08890_c0	=	Cytosol	(Annotated_genome.CDS.192 or Annotated_genome.CDS.2730 or Annotated_genome.CDS.3150)	murein D,D-carboxypeptidase (murein5px4p) (periplasm) [c0]		1238.37		(1)  cpd00001[c0] + (1)  cpd15514[c0] <=> (1)  cpd00117[c0] + (1)  cpd15506[c0]	(1)  H2O [c0][c0] + (1)  two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala)  (middle of chain)  [c0][c0] <=> (1)  D-Alanine [c0][c0] + (1)  two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)  (middle of chain)  [c0][c0]	rxn08890	MDDCP1pp			
rxn05179_c0	>	Cytosol	((Annotated_genome.CDS.1209 or Annotated_genome.CDS.4271 or Annotated_genome.CDS.4061) and (Annotated_genome.CDS.4558 or Annotated_genome.CDS.1210 or Annotated_genome.CDS.1802 or Annotated_genome.CDS.3591) and (Annotated_genome.CDS.4556 or Annotated_genome.CDS.1208 or Annotated_genome.CDS.4269 or Annotated_genome.CDS.3589 or Annotated_genome.CDS.436 or Annotated_genome.CDS.3468 or Annotated_genome.CDS.3679) and (Annotated_genome.CDS.2280 or Annotated_genome.CDS.4089 or Annotated_genome.CDS.2151 or Annotated_genome.CDS.3317 or Annotated_genome.CDS.1211) and (Annotated_genome.CDS.4555 or Annotated_genome.CDS.3590 or Annotated_genome.CDS.1805 or Annotated_genome.CDS.3467 or Annotated_genome.CDS.2149) and Annotated_genome.CDS.4091 and Annotated_genome.CDS.3316 and Annotated_genome.CDS.2153 and (Annotated_genome.CDS.4063 or Annotated_genome.CDS.1803 or Annotated_genome.CDS.3592))	nonpolar-amino-acid-transporting ATPase [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00322[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00322[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  L-Isoleucine [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  L-Isoleucine [c0][c0]	rxn05179	ILEabc			
rxn03492_c0	=	Cytosol	Annotated_genome.CDS.3949	precorrin-6Y:NADP+ oxidoreductase [c0]				(1)  cpd00006[c0] + (1)  cpd03760[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd03761[c0]	(1)  NADP [c0][c0] + (1)  Precorrin 6B [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  Precorrin 6A [c0][c0]	rxn03492	PC6AR	R05150	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis
rxn10259_c0	=	Cytosol	Annotated_genome.CDS.4478	isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c0]		-4.5		(1)  cpd00080[c0] + (1)  cpd15683[c0] <=> (1)  cpd00046[c0] + (1)  cpd15716[c0]	(1)  Glycerol-3-phosphate [c0][c0] + (1)  CDP-1,2-diisoheptadecanoylglycerol [c0][c0] <=> (1)  CMP [c0][c0] + (1)  Diisoheptadecanoylphosphatidylglycerophosphate [c0][c0]	rxn10259				
rxn01602_c0	=	Cytosol	(Annotated_genome.CDS.2030 or Annotated_genome.CDS.1236)	dihydrofolate:NADP+ oxidoreductase [c0]		-2.94		(1)  cpd00006[c0] + (1)  cpd00330[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00393[c0]	(1)  NADP [c0][c0] + (1)  Dihydrofolate [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  Folate [c0][c0]	rxn01602	DHFOR2	R02236	One carbon pool by folate|Folate biosynthesis	
rxn03068_c0	=	Cytosol	Annotated_genome.CDS.1712	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing) [c0]		6.22		(1)  cpd00006[c0] + (1)  cpd02498[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd02569[c0]	(1)  NADP [c0][c0] + (1)  2,3-Dihydroxy-isovalerate [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Oxo-3-hydroxyisovalerate [c0][c0]	rxn03068		R04440	Valine, leucine and isoleucine biosynthesis	
rxn05223_c0	>	Cytosol	(Annotated_genome.CDS.163 and (Annotated_genome.CDS.3143 or Annotated_genome.CDS.164) and Annotated_genome.CDS.162)	Biotin ABC transporter [c0]		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00104[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00104[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  BIOT [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  BIOT [c0][c0]	rxn05223				
rxn05433_c0	>	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	4-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11498[c0] => (1)  cpd00003[c0] + (1)  cpd11499[c0]	(1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  4-methyl-trans-hex-2-enoyl-ACP [c0][c0] => (1)  NAD [c0][c0] + (1)  4-methyl-hexanoyl-ACP [c0][c0]	rxn05433				
rxn05344_c0	>	Cytosol	(Annotated_genome.CDS.501 or Annotated_genome.CDS.1999 or (Annotated_genome.CDS.1013 or Annotated_genome.CDS.1998))	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]		-7.37		(1)  cpd11466[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11485[c0] + (1)  cpd11493[c0]	(1)  Myristoyl-ACP [c0][c0] + (1)  Malonyl-acyl-carrierprotein- [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-oxohexadecanoyl-acp [c0][c0] + (1)  ACP [c0][c0]	rxn05344	FAS2_7_1	R04968	Fatty acid biosynthesis	
rxn03241_c0	=	Cytosol	((Annotated_genome.CDS.3831 or Annotated_genome.CDS.4483 or Annotated_genome.CDS.3915 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.3028 or Annotated_genome.CDS.4286 or Annotated_genome.CDS.4034 or Annotated_genome.CDS.1762 or Annotated_genome.CDS.3331 or Annotated_genome.CDS.2200 or Annotated_genome.CDS.3898 or Annotated_genome.CDS.4130 or Annotated_genome.CDS.1589 or Annotated_genome.CDS.4054 or Annotated_genome.CDS.3594 or Annotated_genome.CDS.2383 or Annotated_genome.CDS.403 or Annotated_genome.CDS.3583 or Annotated_genome.CDS.3648 or Annotated_genome.CDS.4317 or Annotated_genome.CDS.1649) or (Annotated_genome.CDS.3682 or Annotated_genome.CDS.4491))	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase [c0]		2.16		(1)  cpd03115[c0] <=> (1)  cpd00001[c0] + (1)  cpd03127[c0]	(1)  (S) -3-Hydroxytetradecanoyl-CoA [c0][c0] <=> (1)  H2O [c0][c0] + (1)  (2E) -Tetradecenoyl-CoA [c0][c0]	rxn03241	ECOAH6	R04740	Fatty acid elongation|Fatty acid degradation	
rxn01521_c0	>	Cytosol	(Annotated_genome.CDS.3133 or (Annotated_genome.CDS.1906 or Annotated_genome.CDS.1610))	2'-Deoxyuridine 5'-monophosphate phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd00299[c0] => (1)  cpd00009[c0] + (1)  cpd00412[c0]	(1)  H2O [c0][c0] + (1)  dUMP [c0][c0] => (1)  Phosphate [c0][c0] + (1)  Deoxyuridine [c0][c0]	rxn01521	NTD1	R02102	Pyrimidine metabolism	
rxn00331_c0	=	Cytosol	(Annotated_genome.CDS.3434 or Annotated_genome.CDS.3123)	(3S)-3-carboxy-3-hydroxypropanoyl-CoA glyoxylate-lyase (acetyl-CoA-forming) [c0]		3.21		(1)  cpd02662[c0] <=> (1)  cpd00022[c0] + (1)  cpd00040[c0]	(1)  Malyl-CoA [c0][c0] <=> (1)  Acetyl-CoA [c0][c0] + (1)  Glyoxalate [c0][c0]	rxn00331	MCAL	R00473	Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon fixation pathways in prokaryotes	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|Formaldehyde-Assimilation
rxn12636_c0	=	Cytosol	(Annotated_genome.CDS.4159 or Annotated_genome.CDS.1275 or Annotated_genome.CDS.3788 or Annotated_genome.CDS.9)	methionyl aminopeptidase [c0]		-107.14		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd11590[c0] <=> (1)  cpd00035[c0] + (1)  cpd00060[c0]	(1)  H2O [c0][c0] + (1)  H+ [c0][c0] + (1)  met-L-ala-L [c0][c0] <=> (1)  L-Alanine [c0][c0] + (1)  L-Methionine [c0][c0]	rxn12636	MEAMP1(met-ala)			
rxn02663_c0	=	Cytosol	Annotated_genome.CDS.959	epsilon-Caprolactone lactonohydrolase [c0]		-14.24		(1)  cpd00001[c0] + (1)  cpd01294[c0] <=> (1)  cpd00067[c0] + (1)  cpd03641[c0]	(1)  H2O [c0][c0] + (1)  2-Oxepanone [c0][c0] <=> (1)  H+ [c0][c0] + (1)  6-Hydroxyhexanoate [c0][c0]	rxn02663		R03751	Caprolactam degradation	Alcohol-Degradation|CYCLOHEXANOL-OXIDATION-PWY|Degradation
rxn05414_c0	=	Cytosol	Annotated_genome.CDS.2407	6-methyl-3-oxo-heptanoyl-ACP:NADP+ oxidoreductase [c0]		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11550[c0] <=> (1)  cpd00006[c0] + (1)  cpd11551[c0]	(1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  6-methyl-3-oxo-heptanoyl-ACP [c0][c0] <=> (1)  NADP [c0][c0] + (1)  6-methyl-3-hydroxy-heptanoyl-ACP [c0][c0]	rxn05414				
rxn00338_c0	>	Cytosol	Annotated_genome.CDS.74	L-aspartate:oxygen oxidoreductase [c0]		-53.35		(1)  cpd00007[c0] + (1)  cpd00041[c0] => (1)  cpd00025[c0] + (1)  cpd00067[c0] + (1)  cpd03470[c0]	(1)  O2 [c0][c0] + (1)  L-Aspartate [c0][c0] => (1)  H2O2 [c0][c0] + (1)  H+ [c0][c0] + (1)  Iminoaspartate [c0][c0]	rxn00338	ASPO6	R00481	Nicotinate and nicotinamide metabolism	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn02373_c0	<	Cytosol	Annotated_genome.CDS.267	L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating) [c0]		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00858[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd02097[c0]	(1)  NADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  L-Glutamate5-semialdehyde [c0][c0] <= (1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  L-Glutamyl 5-phosphate [c0][c0]	rxn02373	G5SD	R03313	Arginine and proline metabolism	Amino-Acid-Biosynthesis|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PROSYN-PWY
rxn00085_c0	=	Cytosol	((Annotated_genome.CDS.3036 or Annotated_genome.CDS.1746 or Annotated_genome.CDS.4329) and Annotated_genome.CDS.4331)	L-Glutamate:NADP+ oxidoreductase (transaminating) [c0]		13.41		(1)  cpd00006[c0] + (2)  cpd00023[c0] <=> (1)  cpd00005[c0] + (1)  cpd00024[c0] + (1)  cpd00053[c0] + (1)  cpd00067[c0]	(1)  NADP [c0][c0] + (2)  L-Glutamate [c0][c0] <=> (1)  NADPH [c0][c0] + (1)  2-Oxoglutarate [c0][c0] + (1)  L-Glutamine [c0][c0] + (1)  H+ [c0][c0]	rxn00085	GLUSy	R00114	Alanine, aspartate and glutamate metabolism|Nitrogen metabolism	AMMASSIM-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Ammonia-Assimilation|Biosynthesis|Degradation|GLUTAMATE-SYN|GLUTAMINE-DEG|GLUTAMINE-SYN|GLUTAMINEFUM-PWY|GLUTSYN-PWY|IND-AMINO-ACID-SYN|Metabolic-Clusters|NITROGEN-DEG|Noncarbon-Nutrients
rxn00119_c0	=	Cytosol	Annotated_genome.CDS.3236	ATP:UMP phosphotransferase [c0]		9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00091[c0] <=> (1)  cpd00008[c0] + (1)  cpd00014[c0]	(1)  ATP [c0][c0] + (1)  H+ [c0][c0] + (1)  UMP [c0][c0] <=> (1)  ADP [c0][c0] + (1)  UDP [c0][c0]	rxn00119	UMPK	R00158	Pyrimidine metabolism	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PWY0-162|PYR-NUC-SYN|Purine-Nucleotides-Salvage|Pyrimidine-De-Novo-Biosyn
rxn02529_c0	=	Cytosol	Annotated_genome.CDS.61	Cyanate C-N-lyase [c0]		-14.87		(1)  cpd00067[c0] + (1)  cpd00242[c0] + (1)  cpd01015[c0] <=> (1)  cpd00011[c0] + (1)  cpd01101[c0]	(1)  H+ [c0][c0] + (1)  H2CO3 [c0][c0] + (1)  Cyanate [c0][c0] <=> (1)  CO2 [c0][c0] + (1)  Carbamate [c0][c0]	rxn02529		R03546	Nitrogen metabolism	CYANCAT-PWY|Degradation|Detoxification|NITROGEN-DEG|Noncarbon-Nutrients
rxn07432_c0	>	Cytosol	Annotated_genome.CDS.3606	R07601 [c0]		-6.87		(1)  cpd00056[c0] + (1)  cpd00067[c0] + (1)  cpd00200[c0] => (1)  cpd00011[c0] + (1)  cpd14698[c0]	(1)  TPP [c0][c0] + (1)  H+ [c0][c0] + (1)  4MOP [c0][c0] => (1)  CO2 [c0][c0] + (1)  3-Methyl-1-hydroxybutyl-TPP [c0][c0]	rxn07432		R07601	Valine, leucine and isoleucine degradation	
rxn00063_c0	>	Cytosol	Annotated_genome.CDS.3053	ATP diphosphohydrolase (diphosphate-forming) [c0]		-27.3		(1)  cpd00001[c0] + (1)  cpd00002[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (2)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (2)  H+ [c0][c0]	rxn00063	NTPP6	R00087	Purine metabolism	
rxn04453_c0	>	Cytosol	Annotated_genome.CDS.3710	5-hydroxyisourate amidohydrolase [c0]		-24.79		(1)  cpd00001[c0] + (1)  cpd08625[c0] => (1)  cpd00067[c0] + (1)  cpd09027[c0]	(1)  H2O [c0][c0] + (1)  5-Hydroxyisourate [c0][c0] => (1)  H+ [c0][c0] + (1)  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate [c0][c0]	rxn04453		R06601	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Biosynthesis|Degradation|P165-PWY|Polyamine-Biosynthesis|URSIN-PWY|Urate-Degradation
rxn05149_c0	>	Cytosol	(Annotated_genome.CDS.431 and Annotated_genome.CDS.434 and Annotated_genome.CDS.432 and Annotated_genome.CDS.433)	ABC-type manganese permease complex [c0]		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00030[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00030[c0] + (1)  cpd00067[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Mn2+ [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  Mn2+ [c0][c0] + (1)  H+ [c0][c0]	rxn05149	MNabc			
